init_training,file_name,anomaly_threshold,window_size,drift_threshold,AUC,time
False,normality1_Dodgers.out,0.5,50,0.5,0.4535436518513034,44.81917214393616
False,normality1_MGAB.out,0.5,50,0.5,0.4790628256513026,114.38101291656494
False,normality1_NAB.out,0.5,50,0.5,0.4905673368218121,0.2863636016845703
False,normality2_Dodgers_MGAB.out,0.5,50,0.5,0.5346360985142281,158.90385484695435
False,normality2_Dodgers_NAB.out,0.5,50,0.5,0.4870463383524366,43.693598985672
False,normality2_MGAB_Dodgers.out,0.5,50,0.5,0.5566486302271384,158.13389801979065
False,normality2_MGAB_NAB.out,0.5,50,0.5,0.6794847289497346,109.9720892906189
False,normality2_NAB_Dodgers.out,0.5,50,0.5,0.5357100912077413,43.926430225372314
False,normality2_NAB_MGAB.out,0.5,50,0.5,0.6938466626704438,113.59084582328796
False,normality3_Dodgers_MGAB_NAB.out,0.5,50,0.5,0.4405254415544858,48.71013927459717
False,normality3_Dodgers_NAB_MGAB.out,0.5,50,0.5,0.3925526725222606,49.602614402770996
False,normality3_MGAB_Dodgers_NAB.out,0.5,50,0.5,0.538972885082809,159.38896918296814
False,normality3_MGAB_NAB_Dodgers.out,0.5,50,0.5,0.6264052919604914,158.21265482902527
False,normality3_NAB_Dodgers_MGAB.out,0.5,50,0.5,0.6239468229229224,158.756432056427
False,normality3_NAB_MGAB_Dodgers.out,0.5,50,0.5,0.5890991737757116,158.8178882598877
False,normality1_Dodgers.out,0.5,50,0.6,0.47656039188597443,37.642314434051514
False,normality1_MGAB.out,0.5,50,0.6,0.496161122244489,94.2802996635437
False,normality1_NAB.out,0.5,50,0.6,0.4719698430184522,0.33901548385620117
False,normality2_Dodgers_MGAB.out,0.5,50,0.6,0.38616661360277527,42.893606185913086
False,normality2_Dodgers_NAB.out,0.5,50,0.6,0.4630622461198479,37.896714210510254
False,normality2_MGAB_Dodgers.out,0.5,50,0.6,0.5316655100708964,134.48818612098694
False,normality2_MGAB_NAB.out,0.5,50,0.6,0.492072251065928,100.34399652481079
False,normality2_NAB_Dodgers.out,0.5,50,0.6,0.5204301273740752,37.15907096862793
False,normality2_NAB_MGAB.out,0.5,50,0.6,0.49380068999300664,21.163803577423096
False,normality3_Dodgers_MGAB_NAB.out,0.5,50,0.6,0.35020575345369087,41.470563888549805
False,normality3_Dodgers_NAB_MGAB.out,0.5,50,0.6,0.37400175938297947,43.20218276977539
False,normality3_MGAB_Dodgers_NAB.out,0.5,50,0.6,0.5149764672936347,121.49678778648376
False,normality3_MGAB_NAB_Dodgers.out,0.5,50,0.6,0.5684959431191312,138.55632734298706
False,normality3_NAB_Dodgers_MGAB.out,0.5,50,0.6,0.5743749529371287,48.698582887649536
False,normality3_NAB_MGAB_Dodgers.out,0.5,50,0.6,0.5788535891402788,117.19010281562805
False,normality1_Dodgers.out,0.5,100,0.4,0.5,1.1690504550933838
False,normality1_MGAB.out,0.5,100,0.4,0.4832081913827655,49.39955163002014
False,normality1_NAB.out,0.5,100,0.4,0.2781864500137703,0.25830745697021484
False,normality2_Dodgers_MGAB.out,0.5,100,0.4,0.5,3.385525941848755
False,normality2_Dodgers_NAB.out,0.5,100,0.4,0.5,1.239187240600586
False,normality2_MGAB_Dodgers.out,0.5,100,0.4,0.2350067059802131,49.40857243537903
False,normality2_MGAB_NAB.out,0.5,100,0.4,0.48481016329727067,44.42722225189209
False,normality2_NAB_Dodgers.out,0.5,100,0.4,0.4711584819648655,8.332202196121216
False,normality2_NAB_MGAB.out,0.5,100,0.4,0.485419974024551,46.22162437438965
False,normality3_Dodgers_MGAB_NAB.out,0.5,100,0.4,0.5,3.4698047637939453
False,normality3_Dodgers_NAB_MGAB.out,0.5,100,0.4,0.5,3.4853439331054688
False,normality3_MGAB_Dodgers_NAB.out,0.5,100,0.4,0.24446698985173634,52.15414214134216
False,normality3_MGAB_NAB_Dodgers.out,0.5,100,0.4,0.3154403596595832,14.799418449401855
False,normality3_NAB_Dodgers_MGAB.out,0.5,100,0.4,0.687343207843624,19.035816192626953
False,normality3_NAB_MGAB_Dodgers.out,0.5,100,0.4,0.33222530867433,57.64667081832886
False,normality1_Dodgers.out,0.5,100,0.5,0.5,1.1456670761108398
False,normality1_MGAB.out,0.5,100,0.5,0.4723124498997996,7.9361395835876465
False,normality1_NAB.out,0.5,100,0.5,0.4948784770035803,0.14841103553771973
False,normality2_Dodgers_MGAB.out,0.5,100,0.5,0.5,3.379232883453369
False,normality2_Dodgers_NAB.out,0.5,100,0.5,0.5,1.237900733947754
False,normality2_MGAB_Dodgers.out,0.5,100,0.5,0.2374156337438445,4.585039138793945
False,normality2_MGAB_NAB.out,0.5,100,0.5,0.6368265478112622,8.522680521011353
False,normality2_NAB_Dodgers.out,0.5,100,0.5,0.4651204846411873,13.124778032302856
False,normality2_NAB_MGAB.out,0.5,100,0.5,0.6558489153799795,3.342609167098999
False,normality3_Dodgers_MGAB_NAB.out,0.5,100,0.5,0.5,3.5130255222320557
False,normality3_Dodgers_NAB_MGAB.out,0.5,100,0.5,0.5,3.4653584957122803
False,normality3_MGAB_Dodgers_NAB.out,0.5,100,0.5,0.25254208417178,6.39556097984314
False,normality3_MGAB_NAB_Dodgers.out,0.5,100,0.5,0.3409288211631396,15.722318887710571
False,normality3_NAB_Dodgers_MGAB.out,0.5,100,0.5,0.5638938551913142,9.905601501464844
False,normality3_NAB_MGAB_Dodgers.out,0.5,100,0.5,0.4504107629376862,20.711591005325317
